university_name,country,qs_rank,program_name,standardized_program_name,degree_type,program_level,program_category,program_duration_years,tuition_fee_usd,scholarship_available,min_ielts_overall,min_ielts_band,toefl_score,duolingo_score,min_gpa,gre_required,min_gre_score,work_experience_required,field_requirements
The University of Melbourne,Australia,19,Master of Science in Statistics,Statistics,MSc,masters,science,1.5,35500,Yes,6.5,7.0,79,105,3.5,1,308,0,Undergraduate degree in relevant Science field required
The University of Melbourne,Australia,19,Master of Engineering in Mechanical Engineering,Mechanical Engineering,MEng,masters,engineering,1.5,40000,No,6.5,7.0,79,105,3.5,1,308,0,Undergraduate degree in Engineering or related STEM field required
The University of Melbourne,Australia,19,Master of Science in Software Engineering,Software Engineering,MSc,masters,cs,1.5,40000,Yes,6.5,7.0,79,105,3.5,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
The University of Melbourne,Australia,19,Master of Laws in Human Rights Law,Human Rights Law,LLM,masters,law,1.5,40000,No,6.5,7.0,79,105,3.5,1,308,0,LLB or equivalent law degree required
The University of Melbourne,Australia,19,Master of Arts in Sociology,Sociology,MA,masters,social_science,1.5,33000,Yes,6.5,7.0,79,105,3.5,1,308,0,Relevant undergraduate degree required; research experience preferred
The University of Melbourne,Australia,19,Master of Science in Bioinformatics,Bioinformatics,MSc,masters,science,1.5,35500,Yes,6.5,7.0,79,105,3.5,1,308,0,Undergraduate degree in relevant Science field required
The University of Melbourne,Australia,19,Master of Science in Entrepreneurship,Entrepreneurship,MSc,masters,business,1.5,37000,Yes,6.5,7.0,79,105,3.5,1,308,0,Undergraduate degree in any discipline; work experience preferred
The University of Melbourne,Australia,19,Master of Science in Cybersecurity,Cybersecurity,MSc,masters,cs,1.5,40000,Yes,6.5,7.0,79,105,3.5,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
The University of Melbourne,Australia,19,Master of Laws in International Law,International Law,LLM,masters,law,1.5,40000,No,6.5,7.0,79,105,3.5,1,308,0,LLB or equivalent law degree required
The University of Melbourne,Australia,19,Master of Arts in International Relations,International Relations,MA,masters,social_science,1.5,33000,Yes,6.5,7.0,79,105,3.5,1,308,0,Relevant undergraduate degree required; research experience preferred
The University of Melbourne,Australia,19,Master of Science in Mathematics,Mathematics,MSc,masters,science,1.5,35500,Yes,6.5,7.0,79,105,3.5,1,308,0,Undergraduate degree in relevant Science field required
The University of Melbourne,Australia,19,Master of Science in International Business,International Business,MSc,masters,business,1.5,37000,Yes,6.5,7.0,79,105,3.5,1,308,0,Undergraduate degree in any discipline; work experience preferred
The University of Melbourne,Australia,19,Master of Science in Artificial Intelligence,Artificial Intelligence,MSc,masters,cs,1.5,40000,Yes,6.5,7.0,79,105,3.5,1,308,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
The University of Melbourne,Australia,19,Master of Arts in Linguistics,Linguistics,MA,masters,arts,1.5,37500,Yes,6.5,7.0,79,105,3.5,1,308,0,Relevant undergraduate degree in Humanities required
The University of New South Wales,Australia,20,Bachelor of Engineering in Industrial Engineering,Industrial Engineering,BEng,bachelors,engineering,4.0,33500,Yes,6.0,6.5,85,110,3.1,0,0,0,Strong background in Mathematics and Physics required
The University of New South Wales,Australia,20,Bachelor of Commerce in Supply Chain Management,Supply Chain Management,BCom,bachelors,business,3.0,36500,Yes,6.0,6.5,85,110,3.1,0,0,0,No specific background required; Mathematics proficiency preferred
The University of New South Wales,Australia,20,Bachelor of Science in Computer Networks,Computer Networks,BSc,bachelors,cs,3.0,31500,Yes,6.0,6.5,85,110,3.1,0,0,0,Strong background in Mathematics; basic programming skills preferred
The University of New South Wales,Australia,20,Bachelor of Arts in Early Childhood Education,Early Childhood Education,BA,bachelors,education,3.0,28000,No,6.0,6.5,85,110,3.1,0,0,0,No specific background required; passion for teaching preferred
The University of New South Wales,Australia,20,Bachelor of Laws,Law,LLB,bachelors,law,3.0,37000,Yes,6.0,6.5,85,110,3.1,0,0,0,No specific background required; strong analytical skills preferred
The University of New South Wales,Australia,20,Bachelor of Science in Communication Studies,Communication Studies,BSc,bachelors,social_science,3.0,33000,No,6.0,6.5,85,110,3.1,0,0,0,No specific background required; strong analytical and writing skills preferred
The University of New South Wales,Australia,20,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,32500,No,6.0,6.5,85,110,3.1,0,0,0,Strong background in Biology and Chemistry preferred
The University of New South Wales,Australia,20,Bachelor of Science in Chemistry,Chemistry,BSc,bachelors,science,3.0,33000,Yes,6.0,6.5,85,110,3.1,0,0,0,Strong foundation in Mathematics and Science subjects required
The University of New South Wales,Australia,20,Bachelor of Science in Civil Engineering,Civil Engineering,BSc,bachelors,engineering,3.0,33500,Yes,6.0,6.5,85,110,3.1,0,0,0,Strong background in Mathematics and Physics required
The University of New South Wales,Australia,20,Bachelor of Commerce in Accounting,Accounting,BCom,bachelors,business,3.0,36500,Yes,6.0,6.5,85,110,3.1,0,0,0,No specific background required; Mathematics proficiency preferred
The University of New South Wales,Australia,20,Bachelor of Science in Data Science,Data Science,BSc,bachelors,cs,3.0,31500,Yes,6.0,6.5,85,110,3.1,0,0,0,Strong background in Mathematics; basic programming skills preferred
The University of New South Wales,Australia,20,Bachelor of Architecture,Architecture,BArch,bachelors,architecture,5.0,32000,No,6.0,6.5,85,110,3.1,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
The University of New South Wales,Australia,20,Bachelor of Arts in Media and Journalism,Media and Journalism,BA,bachelors,arts,3.0,30500,No,6.0,6.5,85,110,3.1,0,0,0,No specific background required; strong language and critical thinking skills preferred
The University of New South Wales,Australia,20,Bachelor of Arts in Psychology,Psychology,BA,bachelors,social_science,3.0,33000,No,6.0,6.5,85,110,3.1,0,0,0,No specific background required; strong analytical and writing skills preferred
The University of New South Wales,Australia,20,Master of Architecture,Architecture,MArch,masters,architecture,2.0,38000,No,6.5,7.0,90,115,3.4,1,305,0,Architecture or related design undergraduate degree required; portfolio required
The University of New South Wales,Australia,20,Master of Arts in Psychology,Psychology,MA,masters,social_science,1.5,31500,No,6.5,7.0,90,115,3.4,1,305,0,Relevant undergraduate degree required; research experience preferred
The University of New South Wales,Australia,20,Master of Science in Robotics,Robotics,MSc,masters,engineering,1.5,35500,No,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree in Engineering or related STEM field required
The University of New South Wales,Australia,20,Master of Science in Management,Management,MSc,masters,business,1.5,35000,No,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree in any discipline; work experience preferred
The University of New South Wales,Australia,20,Master of Science in Sustainable Design,Sustainable Design,MSc,masters,architecture,1.5,38000,No,6.5,7.0,90,115,3.4,1,305,0,Architecture or related design undergraduate degree required; portfolio required
The University of New South Wales,Australia,20,Master of Science in Development Studies,Development Studies,MSc,masters,social_science,1.5,31500,No,6.5,7.0,90,115,3.4,1,305,0,Relevant undergraduate degree required; research experience preferred
The University of New South Wales,Australia,20,Master of Science in Bioinformatics,Bioinformatics,MSc,masters,science,1.5,33500,Yes,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree in relevant Science field required
The University of New South Wales,Australia,20,Master of Science in International Business,International Business,MSc,masters,business,1.5,35000,No,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree in any discipline; work experience preferred
The University of New South Wales,Australia,20,Master of Science in Educational Technology,Educational Technology,MSc,masters,education,1.5,32000,Yes,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree required; teaching qualification or classroom experience required
The University of New South Wales,Australia,20,Master of Fine Arts,Fine Arts,MFA,masters,arts,2.0,30500,Yes,6.5,7.0,90,115,3.4,1,305,0,Relevant undergraduate degree in Humanities required
The University of New South Wales,Australia,20,Master of Science in Biotechnology,Biotechnology,MSc,masters,science,1.5,33500,Yes,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree in relevant Science field required
The University of New South Wales,Australia,20,Master of Science in Human Resource Management,Human Resource Management,MSc,masters,business,1.5,35000,No,6.5,7.0,90,115,3.4,1,305,0,Undergraduate degree in any discipline; work experience preferred
The University of New South Wales,Australia,20,Master of Science in Data Science,Data Science,MSc,masters,cs,1.5,39500,Yes,6.5,7.0,90,115,3.4,1,305,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
The University of New South Wales,Australia,20,Master of Arts in Philosophy,Philosophy,MA,masters,arts,1.5,30500,Yes,6.5,7.0,90,115,3.4,1,305,0,Relevant undergraduate degree in Humanities required
Technical University of Munich,Germany,22,Bachelor of Laws,Law,LLB,bachelors,law,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; strong analytical skills preferred
Technical University of Munich,Germany,22,Bachelor of Science in Statistics,Statistics,BSc,bachelors,science,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong foundation in Mathematics and Science subjects required
Technical University of Munich,Germany,22,Bachelor of Business Administration,Business Administration,BBA,bachelors,business,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; Mathematics proficiency preferred
Technical University of Munich,Germany,22,Bachelor of Arts in History,History,BA,bachelors,arts,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; strong language and critical thinking skills preferred
Technical University of Munich,Germany,22,Bachelor of Science in Physics,Physics,BSc,bachelors,science,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong foundation in Mathematics and Science subjects required
Technical University of Munich,Germany,22,Bachelor of Science in Information Technology,Information Technology,BSc,bachelors,cs,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong background in Mathematics; basic programming skills preferred
Technical University of Munich,Germany,22,Bachelor of Science in Communication Studies,Communication Studies,BSc,bachelors,social_science,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; strong analytical and writing skills preferred
Technical University of Munich,Germany,22,Bachelor of Engineering in Biomedical Engineering,Biomedical Engineering,BEng,bachelors,engineering,4.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong background in Mathematics and Physics required
Technical University of Munich,Germany,22,Bachelor of Science in Educational Technology,Educational Technology,BSc,bachelors,education,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; passion for teaching preferred
Technical University of Munich,Germany,22,Bachelor of Arts in Sociology,Sociology,BA,bachelors,social_science,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; strong analytical and writing skills preferred
Technical University of Munich,Germany,22,Bachelor of Science in Electrical Engineering,Electrical Engineering,BSc,bachelors,engineering,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong background in Mathematics and Physics required
Technical University of Munich,Germany,22,Bachelor of Design in Interior Design,Interior Design,BDes,bachelors,architecture,4.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Portfolio required; Mathematics and Art or Design background preferred
Technical University of Munich,Germany,22,Bachelor of Science in Nutrition and Dietetics,Nutrition and Dietetics,BSc,bachelors,health,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong background in Biology and Chemistry preferred
Technical University of Munich,Germany,22,Bachelor of Science in Human Resource Management,Human Resource Management,BSc,bachelors,business,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; Mathematics proficiency preferred
Technical University of Munich,Germany,22,Bachelor of Laws in International Law,International Law,LLB,bachelors,law,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; strong analytical skills preferred
Technical University of Munich,Germany,22,Bachelor of Science in Biotechnology,Biotechnology,BSc,bachelors,science,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,Strong foundation in Mathematics and Science subjects required
Technical University of Munich,Germany,22,Bachelor of Science in Economics,Economics,BSc,bachelors,business,3.0,700,Yes,6.0,6.5,83,110,3.0,0,0,0,No specific background required; Mathematics proficiency preferred
Technical University of Munich,Germany,22,Master of Science in Physics,Physics,MSc,masters,science,2.0,700,Yes,6.5,7.0,88,115,3.3,0,0,0,Undergraduate degree in relevant Science field required
Technical University of Munich,Germany,22,Master of Science in Computer Science,Computer Science,MSc,masters,cs,2.0,700,Yes,6.5,7.0,88,115,3.3,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Technical University of Munich,Germany,22,Master of Science in Nursing,Nursing,MSc,masters,health,2.0,700,No,6.5,7.0,88,115,3.3,0,0,0,"Undergraduate degree in Health Sciences, Biology, or Nursing required"
Technical University of Munich,Germany,22,Master of Science in Cloud Computing,Cloud Computing,MSc,masters,cs,2.0,700,Yes,6.5,7.0,88,115,3.3,0,0,0,"Undergraduate degree in CS, Engineering, or Mathematics required"
Technical University of Munich,Germany,22,Master of Arts in Sociology,Sociology,MA,masters,social_science,2.0,700,Yes,6.5,7.0,88,115,3.3,0,0,0,Relevant undergraduate degree required; research experience preferred
