University,City,State,Location,SAT_Min,SAT_Max,SAT_Avg,ACT_Min,ACT_Max,ACT_Avg,Tuition_USD,Institution_Type,Deadline,Average_GPA,TOEFL_Min,IELTS_Min,Scholarship_Mentioned,Scholarship_Amount_Examples,Scholarship_Percentages,URL,GPA_Min
Atlantic Technical College,Coconut Creek,FL,"Coconut Creek, FL",845,960,902,17,20,18,10400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.atlantictechnicalcollege.edu/,0
Auburn University at Montgomery,Montgomery,AL,"Montgomery, AL",1040,1200,1120,18,24,21,20700,Public University,30-Nov,3.09,79,6.5,1,3140-8378,18,http://aum.edu/,2.75
Augsburg University,Minneapolis,MN,"Minneapolis, MN",1020,1170,1090,22,25,24,45500,Private University,1-Jan,3.04,80,6.5,1,1104-2112,22,https://www.augsburg.edu/,2.75
Augusta Technical College,Augusta,GA,"Augusta, GA",835,955,895,17,20,18,7500,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.augustatech.edu/,0
Augustana College,Rock Island,IL,"Rock Island, IL",1030,1270,1150,21,29,25,51600,Private University,15-Jan,3.26,80,6.5,1,8087-17241,25,http://augustana.edu/,3
Aurora University,Aurora,IL,"Aurora, IL",900,1150,1020,21,29,25,29200,Private University,1-Jan,2.92,71,6,1,5749-11364,25,http://aurora.edu/,2.75
Avalon Institute-Mesa,Mesa,AZ,"Mesa, AZ",935,1065,1000,19,23,21,18300,Private University,Rolling,2.4,80,6.5,1,1104-2112,22,https://avalon.edu/mesa-az/,0
Aveda Arts & Sciences Institute Minneapolis,Minneapolis,MN,"Minneapolis, MN",955,1095,1025,20,23,22,17700,Private University,Rolling,2.53,80,6.5,1,1104-2112,22,https://avedaarts.edu/locations/minneapolis,0
Aveda Arts & Sciences Institute-Baton Rouge,Baton Rouge,LA,"Baton Rouge, LA",965,1105,1035,20,24,22,17700,Private University,Rolling,2.63,80,6.5,1,1104-2112,22,https://avedaarts.edu/,0
Aveda Arts & Sciences Institute-Covington,Covington,LA,"Covington, LA",935,1060,997,19,23,21,17700,Private University,Rolling,2.48,80,6.5,1,1104-2112,22,https://avedaarts.edu/,0
Aveda Arts & Sciences Institute-Lafayette,Lafayette,LA,"Lafayette, LA",960,1090,1025,20,23,22,17700,Private University,Rolling,2.59,80,6.5,1,1104-2112,22,https://avedaarts.edu/,0
Aveda Institute-Maryland,Bel Air,MD,"Bel Air, MD",945,1085,1015,20,23,22,19000,Private University,Rolling,2.49,80,6.5,1,1104-2112,22,https://avedainstitutemd.edu/,0
Aveda Institute-Twin Falls,Twin Falls,ID,"Twin Falls, ID",970,1110,1040,20,24,22,19400,Private University,Rolling,2.68,80,6.5,1,1104-2112,22,https://www.avedaidaho.com/,0
Avery James College,Lake Charles,LA,"Lake Charles, LA",945,1060,1002,20,23,22,16700,Private University,Rolling,2.72,80,6.5,1,1104-2112,22,https://averyjamesschool.com/,0
Aviation Institute of Maintenance-Teterboro,Hasbrouck Heights,NJ,"Hasbrouck Heights, NJ",830,970,900,17,20,18,16800,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://aviationmaintenance.edu/campuses/teterboro-nj,0
Avila University,Kansas City,MO,"Kansas City, MO",800,960,880,16,21,18,42000,Private University,15-Jan,2.65,72,6,1,4761-9782,24,http://avila.edu/,2.75
Award Beauty School,Hagerstown,MD,"Hagerstown, MD",945,1070,1007,20,23,22,17800,Private University,Rolling,2.56,80,6.5,1,1104-2112,22,https://www.awardbeautyschool.com/,0
Ayers Career College,Shreveport,LA,"Shreveport, LA",940,1080,1010,20,23,22,19400,Private University,Rolling,2.59,80,6.5,1,1104-2112,22,https://www.ayers.edu/,0
Azusa Pacific University,Azusa,CA,"Azusa, CA",980,1240,1110,25,30,28,44500,Private University,1-Feb,3.1,79,6.5,1,1104-2112,22,https://www.apu.edu/,2.75
Babson College,Wellesley,MA,"Wellesley, MA",1390,1530,1460,31,34,32,57200,Private University,1-Jan,3.79,100,7,1,5358-14434,40,http://babson.edu/,3.5
Bais Binyomin Academy,Monsey,NY,"Monsey, NY",1000,1150,1070,21,25,23,9400,Private University,15-Jan,3.08,80,6.5,1,1104-2112,22,https://baisbinyominacademy.com/,2.75
Baker College,Owosso,MI,"Owosso, MI",960,1160,1060,14,20,17,13000,Private University,1-Feb,3.06,79,6.5,1,6947-16051,27,http://baker.edu/,2.75
Baker University,Baldwin City,KS,"Baldwin City, KS",980,1150,1070,21,25,23,35300,Private University,1-Jan,3.04,80,6.5,1,1104-2112,22,https://www.bakeru.edu/,2.75
Bakersfield College,Bakersfield,CA,"Bakersfield, CA",1060,1200,1140,23,26,24,11300,Public University,15-Jan,3.18,79,6.5,1,7397-14034,36,http://bakersfieldcollege.edu/,2.75
Ball State University,Muncie,IN,"Muncie, IN",1080,1260,1170,20,24,22,29600,Public University,1-Feb,3.22,80,6.5,1,5602-12241,18,http://bsu.edu/,3
Baltimore City Community College,Baltimore,MD,"Baltimore, MD",830,980,905,17,21,19,7400,Public Community College,Rolling,3.17,61,5.5,1,1624-3420,10,http://bccc.edu/,0
Baltimore Studio of Hair Design,Baltimore,MD,"Baltimore, MD",945,1060,1002,20,23,22,19000,Private University,Rolling,2.66,80,6.5,1,1104-2112,22,https://www.baltimorestudio.com/,0
Bancroft School of Massage Therapy,Worcester,MA,"Worcester, MA",935,1050,992,19,22,20,17500,Private University,Rolling,2.47,80,6.5,1,1104-2112,22,https://www.bancroftsmt.com/,0
Bank Street College of Education,New York,NY,"New York, NY",1090,1250,1170,23,27,25,38300,Private University,1-Feb,3.29,80,6.5,1,1104-2112,22,https://www.bankstreet.edu/,2.75
Baptist Health College Little Rock,Little Rock,AR,"Little Rock, AR",830,980,905,17,21,19,14000,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.bhclr.edu/,0
Baptist University of Florida,Graceville,FL,"Graceville, FL",1180,1330,1250,26,29,28,15000,Private University,15-Jan,3.35,80,6.5,1,1104-2112,22,https://www.buf.edu/,3
Barclay College,Haviland,KS,"Haviland, KS",1150,1300,1230,25,29,27,24600,Private University,1-Feb,3.38,80,6.5,1,1104-2112,22,https://www.barclaycollege.edu/,3
Bard College,Annandale-On-Hudson,NY,"Annandale-On-Hudson, NY",1270,1450,1360,28,32,30,66400,Private University,1-Feb,3.62,90,7,1,6087-11505,39,http://bard.edu/,3.3
Bard College at Simon's Rock,Great Barrington,MA,"Great Barrington, MA",1020,1150,1080,22,25,24,68800,Private University,1-Jan,3.02,80,6.5,1,1104-2112,22,https://www.simons-rock.edu/,2.75
Barnard College,New York,NY,"New York, NY",1470,1560,1520,32,34,33,69900,Private University,1-Jan,3.95,100,7,1,6203-11394,30,http://barnard.edu/,3.5
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,"Saint Louis, MO",1090,1230,1160,23,27,25,33700,Private University,15-Jan,3.17,80,6.5,1,1104-2112,22,https://www.barnesjewishcollege.edu/,2.75
Barry University,Miami,FL,"Miami, FL",1040,1210,1130,22,26,24,34400,Private University,1-Jan,3.17,80,6.5,1,5960-8661,19,http://barry.edu/,2.75
Barstow Community College,Barstow,CA,"Barstow, CA",845,955,900,17,20,18,9700,Public Community College,Rolling,3.17,61,5.5,1,911-2622,11,http://barstow.edu/,0
Barton County Community College,Great Bend,KS,"Great Bend, KS",855,985,920,17,21,19,5000,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.bartonccc.edu/,0
Bates College,Lewiston,ME,"Lewiston, ME",1420,1530,1480,31,34,32,66600,Private University,1-Jan,3.89,100,7,1,8005-15365,40,http://bates.edu/,3.5
Baton Rouge General Medical Center School of Nursing & School of Radiologic Technology,Baton Rouge,LA,"Baton Rouge, LA",825,935,880,17,19,18,10400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.brgeneral.org/medical-education/school-of-nursing/ OR school of radiologic technology,0
Bay Path University,Longmeadow,MA,"Longmeadow, MA",1010,1210,1110,15,21,18,38300,Private University,1-Jan,3.14,79,6.5,1,1104-2112,22,https://www.baypath.edu/,2.75
Bay de Noc Community College,Escanaba,MI,"Escanaba, MI",825,970,897,17,20,18,10500,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://www.baycollege.edu/,0
Bayshire Academy of Beauty Craft Inc,Bay City,MI,"Bay City, MI",945,1065,1005,20,23,22,17800,Private University,Rolling,2.48,80,6.5,1,1104-2112,22,https://www.bayshirebeautyacademy.edu/,0
Beal University,Bangor,ME,"Bangor, ME",970,1095,1032,20,23,22,18800,Private University,Rolling,2.55,80,6.5,1,1104-2112,22,https://www.beal.edu/,2.75
Bel-Rea Institute of Animal Technology,Denver,CO,"Denver, CO",825,935,880,17,19,18,13800,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.belrea.edu/,0
Belbo Beauty Institute,Shreveport,LA,"Shreveport, LA",935,1035,985,19,22,20,16800,Private University,Rolling,2.54,80,6.5,1,1104-2112,22,https://www.belbobeautyinstitute.com/,0
Belhaven University,Jackson,MS,"Jackson, MS",1010,1300,1150,19,24,22,30200,Private University,1-Jan,3.16,80,6.5,1,4193-9132,15,http://belhaven.edu/,3
Bellarmine University,Louisville,KY,"Louisville, KY",1030,1250,1140,23,28,26,48800,Private University,1-Jan,3.21,79,6.5,1,5344-8906,18,http://bellarmine.edu/,2.75
Bellevue University,Bellevue,NE,"Bellevue, NE",1080,1240,1160,23,27,25,9900,Private University,1-Jan,3.18,80,6.5,1,4586-7623,20,http://bellevue.edu/,2.75
Bellus Academy-Chula Vista,Chula Vista,CA,"Chula Vista, CA",810,960,885,16,20,18,10500,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://bellusacademy.edu/,0
Bellus Academy-El Cajon,El Cajon,CA,"El Cajon, CA",845,975,910,17,20,18,10300,Public Community College,1-Aug,3.17,61,5.5,1,1104-2112,22,https://bellusacademy.edu/,0
Bemidji State University,Bemidji,MN,"Bemidji, MN",1020,1160,1090,18,24,21,10200,Public University,1-Mar,3.07,79,6.5,1,5838-8131,16,http://bemidjistate.edu/,2.75
Bene's Career Academy,New Port Richey,FL,"New Port Richey, FL",955,1075,1015,20,23,22,16600,Private University,Rolling,2.77,80,6.5,1,1104-2112,22,https://www.benes.edu/,0
Benedictine College,Atchison,KS,"Atchison, KS",1140,1380,1260,22,29,26,36400,Private University,1-Jan,3.43,84,6.5,1,6049-16111,40,http://benedictine.edu/,3
Benedictine University,Lisle,IL,"Lisle, IL",990,1140,1060,21,25,23,35900,Private University,15-Jan,3.01,80,6.5,1,5366-8175,23,http://ben.edu/,2.75
Benjamin Franklin Cummings Institute of Technology,Boston,MA,"Boston, MA",1100,1260,1170,24,28,26,18900,Private University,1-Jan,3.24,80,6.5,1,1104-2112,22,https://www.bfit.edu/,2.75
Bentley University,Waltham,MA,"Waltham, MA",1280,1430,1360,28,31,30,61000,Private University,1-Jan,3.58,90,7,1,3480-6280,24,http://bentley.edu/,3.3
Berea College,Berea,KY,"Berea, KY",1160,1340,1250,23,28,26,51700,Private University,1-Jan,3.42,80,6.5,1,8480-14584,28,http://berea.edu/,3
Bergen Community College,Paramus,NJ,"Paramus, NJ",865,990,927,18,21,20,9300,Public Community College,Rolling,3.17,61,5.5,1,958-2381,16,http://bergen.edu/,0
Berk Trade and Business School,Long Island City,NY,"Long Island City, NY",960,1090,1025,20,23,22,17500,Private University,Rolling,2.76,80,6.5,1,1104-2112,22,https://www.berktradeschool.com/,0
Berkeley City College,Berkeley,CA,"Berkeley, CA",860,975,917,18,20,19,9900,Public Community College,Rolling,3.17,61,5.5,1,8532-16665,28,http://berkeleycitycollege.edu/,0
Berkeley College-New York,New York,NY,"New York, NY",975,1115,1045,20,24,22,29800,Private University,Rolling,2.72,80,6.5,1,1104-2112,22,https://berkeleycollege.edu/,2.75
Berkeley College-Woodland Park,Woodland Park,NJ,"Woodland Park, NJ",955,1085,1020,20,23,22,29800,Private University,Rolling,2.43,80,6.5,1,1104-2112,22,https://berkeleycollege.edu/,2.75
Berkeley School of Theology,Berkeley,CA,"Berkeley, CA",1010,1170,1090,21,25,23,2900,Private University,1-Jan,3.08,80,6.5,1,1104-2112,22,https://www.bst.edu/,2.75
Berklee College of Music,Boston,MA,"Boston, MA",1260,1390,1320,28,31,30,52000,Private University,1-Jan,3.6,80,6.5,1,7274-13381,29,http://berklee.edu/,3
Berkowits School of Electrolysis,Forest Hills,NY,"Forest Hills, NY",970,1090,1030,20,23,22,19000,Private University,Rolling,2.51,80,6.5,1,1104-2112,22,https://estheticsschoolny.com/,0
Berkshire Community College,Pittsfield,MA,"Pittsfield, MA",830,950,890,17,20,18,11500,Public Community College,Rolling,3.17,61,5.5,1,1760-2843,13,http://berkshirecc.edu/,0
Berry College,Mount Berry,GA,"Mount Berry, GA",1120,1330,1230,22,28,25,41700,Private University,1-Jan,3.41,80,6.5,1,8774-17331,30,http://berry.edu/,3
Beth Hamedrash Shaarei Yosher Institute,Brooklyn,NY,"Brooklyn, NY",1020,1170,1110,22,25,24,12000,Private University,15-Jan,3.17,80,6.5,1,1104-2112,22,https://bhsy.edu/,2.75
Beth Medrash Govoha,Lakewood,NJ,"Lakewood, NJ",1080,1230,1160,23,27,25,34400,Private University,15-Jan,3.19,80,6.5,1,1104-2112,22,https://bmg.edu/,2.75
Bethany College,Lindsborg,KS,"Lindsborg, KS",1150,1290,1220,25,28,26,33000,Private University,15-Jan,3.37,80,6.5,1,1104-2112,22,https://www.bethanylb.edu/,3
Bethany Lutheran College,Mankato,MN,"Mankato, MN",1040,1180,1110,21,26,24,31400,Private University,1-Jan,3.16,79,6.5,1,1104-2112,22,https://www.blc.edu/,2.75
Bethany Theological Seminary,Richmond,IN,"Richmond, IN",1110,1240,1170,24,27,26,37900,Private University,1-Jan,3.28,80,6.5,1,1104-2112,22,https://www.bethanyseminary.edu/,2.75
Bethel College-North Newton,North Newton,KS,"North Newton, KS",970,1150,1060,20,25,22,35000,Private University,1-Jan,3,80,6.5,1,1104-2112,22,https://www.bethelks.edu/,2.75
"Bethel University (Mishawaka, IN)",Mishawaka,IN,"Mishawaka, IN",900,1150,1020,16,24,20,34600,Private University,1-Jan,2.9,71,6,1,1104-2112,22,https://betheluniversity.edu/,2.75
"Bethel University (Saint Paul, MN)",Saint Paul,MN,"Saint Paul, MN",1190,1300,1240,22,28,25,44200,Private University,1-Jan,3.36,80,6.5,1,1104-2112,22,https://www.bethel.edu/,3
Bethesda University,Anaheim,CA,"Anaheim, CA",1100,1270,1180,24,28,26,7200,Private University,15-Jan,3.32,80,6.5,1,1104-2112,22,https://www.buc.edu/,2.75
Bethune-Cookman University,Daytona Beach,FL,"Daytona Beach, FL",830,990,910,12,16,13,14800,Private University,15-Jan,2.69,75,6,1,5417-11257,22,http://cookman.edu/,2.75
Beulah Heights University,Atlanta,GA,"Atlanta, GA",1080,1230,1160,23,27,25,8500,Private University,1-Feb,3.19,80,6.5,1,1104-2112,22,https://www.beulah.edu/,2.75
Bevill State Community College,Jasper,AL,"Jasper, AL",810,960,885,16,20,18,8300,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.bscc.edu/,0
Big Bend Technical College,Perry,FL,"Perry, FL",1070,1220,1140,23,27,25,21200,Public University,15-Jan,3.15,79,6.5,1,1104-2112,22,https://www.bbtc.edu/,0
Big Sandy Community and Technical College,Prestonsburg,KY,"Prestonsburg, KY",855,1010,932,17,21,19,6400,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://bigsandy.kctcs.edu/,0
Biola University,La Mirada,CA,"La Mirada, CA",1160,1370,1260,24,29,26,49000,Private University,1-Jan,3.42,84,6.5,1,1104-2112,22,https://www.biola.edu/,3
Bishop State Community College,Mobile,AL,"Mobile, AL",840,995,917,17,21,19,9200,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.bishop.edu/,0
Black Hawk College,Moline,IL,"Moline, IL",835,945,890,17,20,18,8100,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.bhc.edu/,0
Black River Technical College,Pocahontas,AR,"Pocahontas, AR",815,930,872,16,19,18,7500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.blackrivertech.edu/,0
Blackburn College,Carlinville,IL,"Carlinville, IL",1140,1280,1210,25,28,26,28100,Private University,15-Jan,3.38,80,6.5,1,1104-2112,22,https://www.blackburn.edu/,2.75
Blackfeet Community College,Browning,MT,"Browning, MT",1070,1250,1160,23,27,25,3600,Private University,1-Feb,3.2,80,6.5,1,1382-2477,13,http://bfcc.edu/,2.75
Blessing Rieman College of Nursing and Health Sciences,Quincy,IL,"Quincy, IL",1090,1240,1170,23,27,25,36600,Private University,1-Feb,3.25,80,6.5,1,1104-2112,22,https://www.brcn.edu/,2.75
Bloomfield College of Montclair State University,Bloomfield,NJ,"Bloomfield, NJ",1090,1220,1150,23,27,25,26000,Public University,1-Mar,3.2,79,6.5,1,1104-2112,22,https://www.bloomfield.edu/,2.75
Blue Mountain Christian University,Blue Mountain,MS,"Blue Mountain, MS",1020,1160,1090,19,24,22,20200,Private University,1-Jan,3.11,79,6.5,1,1104-2112,22,https://www.bmc.edu/,2.75
Bluegrass Community and Technical College,Lexington,KY,"Lexington, KY",830,960,895,17,20,18,6500,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://bluegrass.kctcs.edu/,0
Boise Bible College,Boise,ID,"Boise, ID",950,1200,1080,14,20,17,11800,Private University,1-Jan,3.08,79,6.5,1,1104-2112,22,https://www.boisebible.edu/,2.75
Boise State University,Boise,ID,"Boise, ID",1060,1190,1120,23,26,24,27800,Public University,15-Jan,3.2,79,6.5,1,4732-7251,17,http://boisestate.edu/,2.75
Boricua College,New York,NY,"New York, NY",1090,1250,1170,23,27,25,13000,Private University,1-Jan,3.26,80,6.5,1,1104-2112,22,https://www.boricuacollege.edu/,2.75
Bossier Parish Community College,Bossier City,LA,"Bossier City, LA",850,995,922,17,21,19,4300,Public Community College,Rolling,3.17,61,5.5,1,1057-2490,10,http://bpcc.edu/,0
Boston Architectural College,Boston,MA,"Boston, MA",1090,1240,1170,23,27,25,27500,Private University,1-Jan,3.27,80,6.5,1,5138-10951,30,http://the-bac.edu/,2.75
Boston Baptist College,Boston,MA,"Boston, MA",980,1140,1060,21,25,23,14300,Private University,1-Feb,2.98,80,6.5,1,1104-2112,22,https://www.boston.edu/,2.75
Boston College,Chestnut Hill,MA,"Chestnut Hill, MA",1440,1540,1490,33,35,34,70700,Private University,1-Feb,3.86,100,7,1,8959-16396,27,http://bc.edu/,3.5
Boston Graduate School of Psychoanalysis Inc,Brookline,MA,"Brookline, MA",1100,1260,1170,24,28,26,38400,Private University,1-Jan,3.29,80,6.5,1,1104-2112,22,https://www.bgsp.edu/,2.75
Bowdoin College,Brunswick,ME,"Brunswick, ME",1470,1550,1510,33,35,34,67800,Private University,15-Jan,3.95,100,7,1,7703-19479,35,http://bowdoin.edu/,3.5
Bowie State University,Bowie,MD,"Bowie, MD",1090,1240,1170,23,27,25,19900,Public University,1-Feb,3.3,79,6.5,1,2557-4906,20,http://bowiestate.edu/,2.75
Bradley University,Peoria,IL,"Peoria, IL",1040,1180,1110,22,26,24,42200,Private University,1-Jan,3.08,80,6.5,1,8529-14686,27,http://bradley.edu/,2.75
Brandeis University,Waltham,MA,"Waltham, MA",1390,1520,1460,31,34,32,68100,Private University,1-Jan,3.76,100,7,1,2494-6925,21,http://brandeis.edu/,3.5
Brenau University,Gainesville,GA,"Gainesville, GA",930,1200,1060,18,22,20,34000,Private University,1-Jan,3,79,6.5,1,1104-2112,22,https://www.brenau.edu/,2.75
Brescia University,Owensboro,KY,"Owensboro, KY",1190,1330,1250,26,29,28,31600,Private University,15-Jan,3.34,80,6.5,1,1104-2112,22,https://www.brescia.edu/,3
Brewton-Parker College,Mount Vernon,GA,"Mount Vernon, GA",960,1090,1030,20,23,22,20100,Private University,1-Feb,2.9,80,6.5,1,1104-2112,22,https://www.bpc.edu/,2.75
Briar Cliff University,Sioux City,IA,"Sioux City, IA",1090,1230,1170,23,27,25,37000,Private University,15-Jan,3.27,80,6.5,1,1104-2112,22,https://www.briarcliff.edu/,2.75
Bridges Beauty College,Victorville,CA,"Victorville, CA",960,1100,1030,20,24,22,19300,Private University,Rolling,2.73,80,6.5,1,1104-2112,22,https://www.bridgesbeautycollege.com/,0
Bridgewater State University,Bridgewater,MA,"Bridgewater, MA",1060,1260,1160,25,30,28,17900,Public University,1-Feb,3.23,80,6.5,1,4937-10366,22,http://bridgew.edu/,3
Brigham Young University-Idaho,Rexburg,ID,"Rexburg, ID",970,1200,1080,20,26,23,4800,Private University,1-Jan,3.08,79,6.5,1,1104-2112,22,https://www.byui.edu/,2.75
Bristol Community College,Fall River,MA,"Fall River, MA",845,955,900,17,20,18,10800,Public Community College,Rolling,3.17,61,5.5,1,1104-2112,22,https://www.bristolcc.edu/,0
"Brittany Beauty Academy (Brooklyn, NY)",Brooklyn,NY,"Brooklyn, NY",930,1045,987,19,22,20,17700,Private University,Rolling,2.46,80,6.5,1,1104-2112,22,https://brittanyacademy.edu/,0
"Brittany Beauty Academy (Levittown, NY)",Levittown,NY,"Levittown, NY",970,1080,1025,20,23,22,17700,Private University,Rolling,2.49,80,6.5,1,1104-2112,22,https://brittanyacademy.edu/,0
Brookdale Community College,Lincroft,NJ,"Lincroft, NJ",825,935,880,17,19,18,10100,Public Community College,Rolling,3.17,61,5.5,1,1418-2217,14,http://brookdalecc.edu/,0
